shot_id,shot_made_flag
1,0.4563836833248923
8,0.3851047462472157
17,0.4831536494030147
20,0.5092685982588674
33,0.4789552637273038
34,0.5018895316513536
35,0.5424267492752355
36,0.5173940113811247
37,0.47250705779357866
38,0.4847091073852398
45,0.45263939110358004
50,0.5550243345299338
55,0.44634959292901316
60,0.48903479617136664
66,0.3113960062030662
67,0.478142965702696
71,0.42389914478409463
80,0.3051827690415077
85,0.2916474220203669
86,0.6692340607253013
95,0.6603231063861146
104,0.46772990648281204
113,0.47173906712099223
123,0.4419646654041019
126,0.7939265801223614
133,0.39621336517155176
141,0.2795985327263992
144,0.39797860522421175
150,0.5050356689183425
152,0.46595787990448245
153,0.5191707528900912
156,0.38989094935804475
159,0.9030685624596716
165,0.5376919023797286
172,0.5658223953851061
182,0.8355388256086379
192,0.41744484547863475
193,0.41096804365622597
196,0.43947516475821335
202,0.4094498681957944
210,0.5055855724471318
211,0.5231979519989753
228,0.9207979823729989
257,0.5061307597195324
260,0.50384581317881
264,0.42482057400791196
267,0.7039609483250214
279,0.8666091025027254
282,0.5192611276375901
293,0.31748130862457674
299,0.8372504214780367
300,0.6623119622866489
301,0.8083772441397395
317,0.48559958063600256
327,0.47394885364647044
328,0.2740042529619949
335,0.4921449494763424
346,0.8330816080774395
348,0.2604302450395512
365,0.38380848774301224
390,0.6915900580462295
391,0.6746652933679507
392,0.7713709588898717
397,0.46034763649986526
418,0.47922243352185206
428,0.30979931958549406
434,0.6156255984212102
439,0.539216184287825
440,0.5209238348437606
456,0.49849789856512405
459,0.39669383708548456
472,0.5171992591547591
480,0.42351046499620737
491,0.42474291015073096
497,0.4295705672997172
509,0.40548784555329564
511,0.43245999890340003
523,0.3156593653832468
533,0.4376217584759904
544,0.539842766448878
546,0.4281970463189074
555,0.6833581974485401
558,0.375748744600719
560,0.33453493804651824
573,0.4131728920133805
591,0.6080715764956167
596,0.3840578907833002
597,0.27514083299328584
601,0.591994784400131
605,0.4418158750778492
617,0.3330100988722874
628,0.4062740049161229
634,0.4966977535509299
646,0.3301668907604677
649,0.4435704385712503
651,0.6886772544761527
654,0.8416092727392966
656,0.5650679491643242
657,0.3933910327481447
669,0.43426132835209874
670,0.9389567276903249
693,0.7830136957143299
694,0.2772019090266395
699,0.5044032774625758
711,0.5345454857726066
718,0.34730524221942977
722,0.3047240668756907
723,0.3368214789929115
725,0.7470511576931687
734,0.4220018301292691
735,0.42393530219762326
737,0.8662302061776188
746,0.2960679755418712
747,0.7495298936822337
766,0.3923274214812585
767,0.3540368017900246
771,0.3632814478104319
773,0.23179714564016363
774,0.527091785600242
783,0.33916937690879206
784,0.3641505186021207
789,0.3592532367475439
792,0.4173403292933162
804,0.38807828110463993
809,0.28883453222690053
812,0.4540235703345456
813,0.36892072013772237
817,0.48800989336918105
820,0.45480633974087625
825,0.5465355878552188
826,0.28190411184248426
829,0.3475471645390669
855,0.2682966805640276
859,0.6274998531677373
862,0.3040946441516329
870,0.2610283956512126
876,0.3331509821081411
880,0.4517786305955656
886,0.9709798797367591
889,0.875453666278855
891,0.41340582574649476
897,0.965816329641833
902,0.3176419083485444
903,0.3972329897245682
908,0.4070856832541378
909,0.44537243835130286
920,0.37924916935965736
922,0.3263008521375147
924,0.6996568014830381
932,0.2666309100671052
934,0.44354361356968885
937,0.2689517621977342
941,0.3653055109580251
943,0.40962965730496365
950,0.3161345934632209
952,0.46450903460817594
954,0.9459141225424516
963,0.3381344997360175
975,0.49128609676110346
979,0.318382927234043
981,0.4496255244389122
983,0.24934464866721173
985,0.5848401900285595
989,0.5583503247727066
995,0.3051612760301221
998,0.36018810133516105
