shot_id,shot_made_flag
1,0.40126284299030135
8,0.3457486469852373
17,0.4743667587595166
20,0.6038055027693287
33,0.36411079959891807
34,0.43200022530662735
35,0.4600395124133436
36,0.4390857471558028
37,0.6464572246635734
38,0.39263498833304383
45,0.4275999003874435
50,0.43082924770577075
55,0.31097888808965235
60,0.30446251076514735
66,0.3357102223150845
67,0.3496816871322015
71,0.476481426519594
80,0.30679729929459953
85,0.31728811416396085
86,0.6898373337766919
95,0.6670165074589339
104,0.38918811476980936
113,0.4229543892791282
123,0.2828929966492488
126,0.8887335850807564
133,0.43103724155448453
141,0.26741068967403814
144,0.4287202277100219
150,0.5553232806014181
152,0.40123247202466644
153,0.5477435805113118
156,0.3242158945895231
159,0.9164600456927253
165,0.5460182846292839
172,0.4776541322556149
182,0.8471840435146977
192,0.46722863994330993
193,0.6235138380252628
196,0.33276065191052767
202,0.375301665748334
210,0.3396867666189143
211,0.5370949812736177
228,0.9195723404392213
257,0.5139732154376643
260,0.48084427568000115
264,0.411679201735022
267,0.7053074195441142
279,0.9365796747153472
282,0.5213913455353408
293,0.3670503571319329
299,0.8744920142977207
300,0.6356324240791832
301,0.7763070636945193
317,0.37776985315874234
327,0.45808115515075426
328,0.21459278934656636
335,0.4723630786474171
346,0.8472551675072556
348,0.19464860942808354
365,0.44818619547604205
390,0.651481603951574
391,0.6442657794624848
392,0.8472772747219622
397,0.3613786956823648
418,0.44857749544013076
428,0.15848353991790998
434,0.752911726834664
439,0.6694804712125477
440,0.4252280929268808
456,0.47062785587348743
459,0.27344786608327915
472,0.4437832528462002
480,0.25617958331247176
491,0.32509936420917834
497,0.48545686841143715
509,0.4232669876271501
511,0.3621661436928754
523,0.30975635956554176
533,0.4482460464854715
544,0.45615274139716233
546,0.40182517231168424
555,0.7255009108607453
558,0.35597116928678263
560,0.30526675825685967
573,0.2891264415058361
591,0.5562918105284647
596,0.3749873419164891
597,0.4996296933372941
601,0.7357295589591948
605,0.440768011470489
617,0.322326857996897
628,0.248876802325886
634,0.3625367998105522
646,0.30609286379855416
649,0.34689924603347
651,0.6020573270917827
654,0.8563433480570966
656,0.5654903227607158
657,0.43737855199833653
669,0.43154353018209546
670,0.920120714685325
693,0.7870065258751162
694,0.34041864766717517
699,0.4676340615314158
711,0.507331048802032
718,0.39807791852777075
722,0.32624081747247174
723,0.29539106746044563
725,0.7558336431128283
734,0.39802447684095243
735,0.45681776159825804
737,0.8757274649634664
746,0.30748297418859194
747,0.7450080165000026
766,0.30149648200381224
767,0.38985849085676316
771,0.28810575875358774
773,0.14740167813151234
774,0.4867762086194697
783,0.3310076501845323
784,0.3454847539257001
789,0.3537837838411035
792,0.3149255434969328
804,0.33479462668514315
809,0.37817337065473344
812,0.34734053779414426
813,0.3898537923480596
817,0.3332515778518412
820,0.3805760430126317
825,0.41799736966726875
826,0.3806151390362586
829,0.33859672788827994
855,0.3814004254064499
859,0.6910911208861854
862,0.3770895630653341
870,0.3324768485098673
876,0.31076125435245955
880,0.36881898284477516
886,0.980253442650288
889,0.8808211290489878
891,0.471596838056499
897,0.9807367522937578
902,0.316254446261781
903,0.37207056658870896
908,0.41305872320433296
909,0.35074671594933604
920,0.36558086325747136
922,0.4827731458133291
924,0.6721236500067514
932,0.3412110523833174
934,0.3652640004874341
937,0.35808175668467646
941,0.3433186065153977
943,0.3766046386222075
950,0.4240912700210241
952,0.3543961447211626
954,0.9200163857866399
963,0.422392698264578
975,0.3674543725176662
979,0.37526092414947726
981,0.40739569608945286
983,0.17230946918410217
985,0.6451617363885868
989,0.5648552126227844
995,0.4791359101515845
998,0.3972682341646955
1008,0.21503359046917772
1019,0.4990542568137699
1023,0.3761983938106315
1026,0.28449595233463715
1029,0.7271460608967705
1034,0.9151693530962766
1036,0.7195453679604364
1038,0.26419015983090594
1039,0.7094729337540031
1051,0.31012802919121635
1052,0.2647752073309235
1066,0.2856898925844968
1087,0.23124264125401242
1092,0.23227613719054818
1094,0.6952505182515027
1098,0.47504964717841075
1099,0.4443564486221202
1102,0.3523396436016126
1118,0.40722114739145604
1131,0.2488079686367996
1133,0.6178238036547044
1135,0.9436668050985964
1138,0.5404745524751262
1139,0.8779327187298268
1142,0.404386116823365
1151,0.3730777669632969
1152,0.37330749810976327
1155,0.6918566231133303
1165,0.35694502054223803
1167,0.8420337747172755
1172,0.45854528732388466
1174,0.7466806454890553
1180,0.5026229517667297
1200,0.5815559895997899
1202,0.43930147458166696
1227,0.771107124630516
1228,0.6453648835389738
1229,0.3276351118267709
1237,0.49359122647312764
1241,0.39250500609937644
1256,0.28776725457524566
1279,0.4289508211440795
1293,0.20553723625889855
1295,0.33417742537921746
1319,0.7043718678962247
1320,0.4273613323228209
1321,0.8868831176196835
1322,0.8060136731047229
1334,0.2967619417170283
1351,0.6939654663046619
1373,0.28588037692036217
1375,0.30467608835091486
1380,0.5171852819212037
1382,0.6568040349056935
1385,0.4069401187854838
1399,0.382510605980081
1403,0.8559391109116367
1428,0.3167108124364857
1434,0.3596522431819747
1444,0.9767793081575092
1448,0.36826520476595836
1466,0.9212766246861473
1476,0.33599074530981404
1478,0.4049233646690971
1485,0.4350786015330062
1491,0.5523259554984661
1494,0.7187356151307762
1500,0.27727978075076715
1501,0.7144251198922734
1503,0.4514906474119331
1519,0.5582058749612961
1524,0.2710948884301244
1529,0.8212674025443473
1533,0.6022462732735814
1538,0.98249659701631
